"player_page","player"
"/w/index.php?title=Don_Mellish&action=edit&redlink=1","Mellish"
"/w/index.php?title=Arthur_Collins_(tennis)&action=edit&redlink=1","A Collins"
"/w/index.php?title=Alan_Treloar&action=edit&redlink=1","A Treloar"
"/wiki/Harry_Hopman","Hopman"
"/wiki/Edgar_Moon","Gar Moon"
"/wiki/Jack_Crawford_(tennis)","Jack Crawford"
"/wiki/Alan_Coldham","Alan Coldham"
"/wiki/Lum_Pao-Hua","Gordon Lum"
"/w/index.php?title=Frank_Targett&action=edit&redlink=1","Targett"
"/w/index.php?title=George_S._Daley&action=edit&redlink=1","Daley"
"/w/index.php?title=Owen_Breden&action=edit&redlink=1","Breden"
"/w/index.php?title=Reg_MacGillicuddy&action=edit&redlink=1","MacGillicuddy"
"/w/index.php?title=Harold_Jacoby_(tennis)&action=edit&redlink=1","Jacoby"
"/w/index.php?title=Ron_Hone&action=edit&redlink=1","Hone"
"/w/index.php?title=D%27Arcy_Mullamphy&action=edit&redlink=1","Mullamphy"
"/wiki/Don_Turnbull_(tennis)","Turnbull"
"/w/index.php?title=Leonce_Aslangul&action=edit&redlink=1","Aslangul"
"/w/index.php?title=Harold_N._Wilson&action=edit&redlink=1","Wilson"
"/w/index.php?title=Harry_T._Hicks&action=edit&redlink=1","Hicks"
"/w/index.php?title=Edward_Noske&action=edit&redlink=1","Noske"
"/w/index.php?title=Peter_Fysh&action=edit&redlink=1","Fysh"
"/w/index.php?title=John_Grinstead&action=edit&redlink=1","Grinstead"
"/w/index.php?title=Frank_Broadhurst_(tennis)&action=edit&redlink=1","Broadhurst"
"/w/index.php?title=Rupert_Shepherd&action=edit&redlink=1","Shepherd"
"/w/index.php?title=H._W._Smith&action=edit&redlink=1","Smith"
"/w/index.php?title=Spencer_Millear&action=edit&redlink=1","Millear"
"/w/index.php?title=J._Clinton_Reed&action=edit&redlink=1","Reed"
"/wiki/Jean_Borotra","Jean Borotra"
"/wiki/Harry_Hopman","Harry Hopman"
"/wiki/Frederick_Kalms","Frederick Kalms"
"/wiki/Jean_Borotra","Borotra"
"/w/index.php?title=Colin_Brewster&action=edit&redlink=1","Brewster"
"/w/index.php?title=Dick_Medcalf&action=edit&redlink=1","Medcalf"
"/w/index.php?title=Vincent_Munns&action=edit&redlink=1","Munns"
"/w/index.php?title=V._E._Page&action=edit&redlink=1","Page"
"/w/index.php?title=Arthur_Cattanach&action=edit&redlink=1","Cattanach"
"/wiki/James_Bayley_(tennis)","Bayley"
"/w/index.php?title=Ken_Southwick&action=edit&redlink=1","Southwick"
"/w/index.php?title=Jack_McCausland&action=edit&redlink=1","McCausland"
"/w/index.php?title=Cecil_Ward&action=edit&redlink=1","Ward"
"/wiki/Jacques_Brugnon","Brugnon"
"/w/index.php?title=Len_Thurlow&action=edit&redlink=1","Thurlow"
"/w/index.php?title=G._Hatherley&action=edit&redlink=1","Hatherley"
"/w/index.php?title=E._M._Dunn&action=edit&redlink=1","Dunn"
"/w/index.php?title=Dudley_Frankenberg&action=edit&redlink=1","Frankenberg"
"/wiki/Christian_Boussus","Boussus"
"/w/index.php?title=William_Bruce_Walker&action=edit&redlink=1","Walker"
"/w/index.php?title=Arthur_Down_(tennis)&action=edit&redlink=1","Down"
"/wiki/Colin_Gregory","Colin Gregory"
"/wiki/Bunny_Austin","Bunny Austin"
"/w/index.php?title=N._Little_(tennis)&action=edit&redlink=1","Little"
"/w/index.php?title=Bruce_Moore&action=edit&redlink=1","Moore"
"/w/index.php?title=J._S._D._Sweeting&action=edit&redlink=1","Sweeting"
"/w/index.php?title=David_Thompson_(tennis)&action=edit&redlink=1","Thompson"
"/w/index.php?title=George_Vincent_(tennis)&action=edit&redlink=1","Vincent"
"/wiki/Ian_Collins_(tennis)","Collins"
"/w/index.php?title=Keith_Dalgleish&action=edit&redlink=1","Dalgleish"
"/w/index.php?title=F._McCracken&action=edit&redlink=1","McCracken"
"/wiki/Bunny_Austin","Austin"
"/w/index.php?title=Colin_Cropper&action=edit&redlink=1","Cropper"
"/wiki/Colin_Gregory","Gregory"
"/w/index.php?title=Ray_Hone&action=edit&redlink=1","Ray Hone"
"/w/index.php?title=James_Black_(tennis)&action=edit&redlink=1","Black"
"/w/index.php?title=Keith_Manthorpe&action=edit&redlink=1","Manthorpe"
"/w/index.php?title=Ron_Hone&action=edit&redlink=1","Ron Hone"
"/wiki/Clifford_Sproule","Clifford Sproule"
"/w/index.php?title=Max_Noble&action=edit&redlink=1","Noble"
"/wiki/Harry_Hassett","Hassett"
"/w/index.php?title=Bert_Tonkin&action=edit&redlink=1","Tonkin"
"/w/index.php?title=Harold_Doctor&action=edit&redlink=1","Doctor"
"/w/index.php?title=Gemmell_Payne&action=edit&redlink=1","Payne"
